#106, 35, #106 adjustable ring features flexible band that can fit all sizes. Created with 925 sterling silver  it is a perfect everyday ring. 925 sterling silverSize: adjustable open ringWidth: 11.5 mm Sterling silver jewelry are more vulnerable to water  sweat  and other chemicals. Wipe with a soft cloth and store in air-tight box or bag when not used. Please refer to our Jewelry Care page for details.
#107, 30, Uniquely designed  #107 adjustable ring features opening in the front and a smooth polishing finish. The different sizes and shapes of the openings make it more special. 925 sterling silverSize: adjustable open ring (fits size 6 & up) Width: 20.5mmSterling silver jewelry are more vulnerable to water  sweat  and other chemicals. Wipe with a soft cloth and store in air-tight box or bag when not used. Please refer to our Jewelry Care page for details.
#108, 22, #108 adjustable ring features flexible band that can fit all sizes.  A super sleek bend makes it a perfect stacking ring. 925 sterling silverSize: adjustable open ringCenter ball: 3.2mm; band: 1mm Sterling silver jewelry are more vulnerable to water  sweat  and other chemicals. Wipe with a soft cloth and store in air-tight box or bag when not used. Please refer to our Jewelry Care page for details.
